"File Name","Collection Name#1","Collection Description#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Type#2","Work Type Vocab#2","Work Type Refid#2","Work Title#1","Work Title Type#1","Work Title#2","Work Title Type#2","Work Title#3","Work Title Type#3","Work Agent Name#1","Work Agent Name Type#1","Work Agent Role#1$2","Work Agent Role#1$1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Agent Role Refid#1$2","Work Agent Role Refid#1$1","Work Agent Name#2","Work Agent Name Vocab#2","Work Agent Name Refid#2","Work Agent Name Type#2","Work Agent Role#2","Work Agent Role Vocab#2","Work Agent Role Refid#2","Work Agent Name#3","Work Agent Name Vocab#3","Work Agent Name Refid#3","Work Agent Name Type#3","Work Agent Role#3","Work Agent Role Vocab#3","Work Agent Role Refid#3","Work Agent Name#4","Work Agent Name Vocab#4","Work Agent Name Refid#4","Work Agent Name Type#4","Work Agent Role Vocab#4","Work Agent Role Refid#4","Work Date#1","Work Date Type#1","Subject Term 1#1","Subject Type 1#1","Subject Vocab 1#1","Subject Term 2#1","Subject Type 2#1","Subject Vocab 2#1","Subject Refid 2#1","Subject Term 3#1","Subject Type 3#1","Subject Vocab 3#1","Subject Term 1#2","Subject Type 1#2","Subject Vocab 1#2","Subject Term 2#2","Subject Type 2#2","Subject Vocab 2#2","Subject Refid 2#2","Subject Term 3#2","Subject Type 3#2","Subject Vocab 3#2","Subject Refid 3#2","Location Name#1","Location Type#1","Location Refid#1","Location Name#2","Location Type#2","Location Refid#2","Location Name#3","Location Type#3","Location Refid#3","Location Name#4","Location Type#4","Location Refid#4","Location Name#5","Location Type#5","Location Refid#5","Location Name#6","Location Type#6","Location Refid#6","Location Name#7","Location Type#7","Location Refid#7","Repository Location Name#1","Repository Location Type#1","Repository Location Refid#1","Material#1","Material Type#1","Material Vocab#1","Material Refid#1","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Technique#3","Technique Vocab#3","Technique Refid#3","Inscription Text#1","Inscription Text Type#1","Inscription Text#2","Inscription Text Type#2","Inscription Text#3","Inscription Text Type#3","Work Description#1","Relation#1","Relation Type#1","Relation Relids#1","Relation Type#2","Relation Relids#2","Image Rights#1","Image Title#1","Image Title Type#1","Image Title#2","Image Title Type#2","Image Measurements#1","Image Measurements Type#1","Image Measurements Unit#1","Image Agent Name#1","Image Agent Type#1","Image Agent Role#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Image Work Type Refid#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"LAV1007b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Heinie (Chas Kane) Coming Across the Rock Rib","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1931","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 1","photographic paper","support","aat","300014190","photography","aat","300054225","hand coloring","aat","300133555","","","","Heinie (Chas Kane) coming across the rock rib.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Heinie (Chas Kane) Coming Across the Rock Rib","generalView","","","36145876","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","4/14/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/z0636t95b65d","511720","4861","LAV1007b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511720~130142"
"LAV1008a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","In the Right Hand Couloir","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1931","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 1","photographic paper","support","aat","300014190","photography","aat","300054225","hand coloring","aat","300133555","","","","In the right hand couloir.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","In the Right Hand Couloir","generalView","","","35942500","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","6/2/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/gt637881573t","511736","4861","LAV1008a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511736~130143"
"LAV1008b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Steep rock climbing to gap","descriptive","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","","","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","","generalView","","","14752520","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","6/2/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/rr023z2652d0","511752","4861","LAV1008b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511752~130144"
"LAV1008c.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Climber on steep ice face","descriptive","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","","","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","","generalView","","","14307424","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","6/2/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/vv1r0k13j7s2","511768","4861","LAV1008c.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511768~130145"
"LAV1009a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Peaks east of Sneffels","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1931","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Sneffels, Mount (peak)","geographic","2673367","Colorado (state)","geographic","7007158","Rocky Mountains (mountains)","geographic","7014356","Teakettle Mountain (peak)","geographic","2713558","Potosi Peak (peak)","geographic","2595814","","","","","","","UC Boulder Special Collections Department","repository","SPCMS239 Album 1","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Peaks east of Sneffels -- Unnamed 13,700; Teakettle Mtn 13,723; Potosi Peak 13,790. North face of Kismet in foreground to right.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Peaks east of Sneffels","generalView","","","27531860","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","6/2/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/q74b837339z5","511784","4861","LAV1009a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511784~130146"
"LAV1009b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Goodby dd Sneffels","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","","","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","","caption","","","","","[photograph missing]","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","","generalView","","","24794332","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","6/2/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/tk5n375014tb","511800","4861","LAV1009b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511800~130147"
"lav2.pdf","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Photo album of Dave and Dwight Lavender's climbs and trips in the Colorado Rockies, summer of 1929.","descriptive","""Black"" album #2","descriptive","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","Standley, Harry L. (Harry Landis), 1881-1951","naf","2008138433","personal","photographers","aat","300025687","Lavender, David, 1910-2003","naf","79018114","personal","","aat","300025231","Colorado Mountain Club","naf","81018813","corporate","aat","300025231","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Colorado (state)","geographic","7007158","Rocky Mountains (mountains)","geographic","7014356","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","SPCMS239 Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","hand coloring","aat","300133555","photograph albums","aat","300026695","Photographs","text","","","","","","","relatedTo","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Photo album of Dave and Dwight Lavender's climbs and trips in the Colorado Rockies, summer of 1929.","generalView","","","","","","Mulcrone, Patrick","personal","scanning technician","5/2/2013","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/zm7v740808hk","526318","4861","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-70-NA/1670/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~526318~132916"
"LAV2007a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Lone Cone Peak","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Lone Cone (peak)","geographic","2465380","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Lone Cone Peak 12,761 ft. high","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Lone Cone Peak","generalView","","","22495664","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/21/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/qs2z8j43c05w","511816","4861","LAV2007a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511816~130148"
"LAV2007b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Hard going over snowbanks","descriptive","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Going was hard over the several miles of large snowbanks in the timber.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Hard going over snowbanks","generalView","","","25027056","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/21/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/7q2p6d480695","511832","4861","LAV2007b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511832~130149"
"LAV2007c.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Above timberline","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Above timberline","generalView","","","19494412","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/21/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/s02z6h72q7c8","511848","4861","LAV2007c.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511848~130150"
"LAV2008a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Lone Cone Razor Ridge","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","Lavender, Dwight G.","","","personal","photgraphers","aat","300025687","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Lone Cone (peak)","geographic","2465380","Razor Ridge","geographic","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Lone Cone Razor Ridge","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Lone Cone Razor Ridge","generalView","","","22513104","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/21/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/1f4w4z51m0fg","511864","4861","LAV2008a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511864~130151"
"LAV2008b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","David Lavender starting up Razor Ridge","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","Lavender, Dwight G.","","","personal","photographers","aat","300025687","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Razor Ridge","geographic","","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Starting up the Razor Ridge","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","David Lavender starting up Razor Ridge","generalView","","","22561700","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/21/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/ft3v3691q21p","511880","4861","LAV2008b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511880~130152"
"LAV2009a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Groundhog Mountain seen from cliffs of Lone Cone Peak","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","Lavender, Dwight G.","","","personal","photographers","aat","300025687","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Lone Cone (peak)","geographic","2465380","Groundhog Mountain (peak)","geographic","2367430","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Cliffs- North face of Lone Cone. Groundhog Mtn (12,462) in background at left.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Groundhog Mountain seen from cliffs of Lone Cone Peak","generalView","","","26467112","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/28/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/z37m21891282","511896","4861","LAV2009a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511896~130153"
"LAV2010a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Lone Cone from Summer Camp","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Lone Cone","geographic","2465380","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Lone Cone from Summer Camp","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Lone Cone from Summer Camp","generalView","","","21931588","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/28/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/747m5h34p72m","511912","4861","LAV2010a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511912~130154"
"LAV2010b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Lone Cone in mysty clouds","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Lone Cone (peak)","geographic","2465380","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Early morning finds the Cone clothed in misty clouds","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Lone Cone in mysty clouds","generalView","","","24668984","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/28/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/6586132457t1","511928","4861","LAV2010b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511928~130155"
"LAV2013a.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","Mount Princeton","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Princeton, Mount (peak)","geographic","2599030","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","Mount Princeton 14,177 ft. high","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","Mount Princeton","generalView","","","22536152","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/28/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/s70b3p43700w","511944","4861","LAV2013a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511944~130156"
"LAV2013b.tif","Dwight Garrigues Lavender Collection","The Dwight Garrigues Lavender Collection includes 3 photograph albums from Dwight Lavender from the summers of 1929, 1930, and 1931, including Colorado mountains, first ascents, and new routes. The 3 albums contain about 465 photos, some hand-tinted, with annotations and notes by Dwight Lavender and David Lavender.","photographs","aat","300046300","","","","On Monarch Pass","cited","","","","","Lavender, Dwight G.","personal","","","compilers","aat","300121766","","","","","","","","","","","","","","","","","","","","","","","1929","view","Mountaineering--Colorado","descriptiveTopic","lcsh","Mountains--Colorado","descriptiveTopic","lcsh","sh 85087858","Mountaineers--Colorado","descriptiveTopic","lcsh","","","","","","","","","","","","Monarch Pass (pass)","geographic","1108479","","","","","","","","","","","","","","","","","","","UC Boulder Special Collections Department","repository","Album 2","photographic paper","support","aat","300014190","photography","aat","300054225","","","","","","","On Monarch Pass The pass is 11,650 feet high.","caption","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","On Monarch Pass","generalView","","","23482236","fileSize","bytes","Guinn-Chipman, Susan","personal","scanning technician","10/28/2005","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/jg858780q7rr","511960","4861","LAV2013b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~70~70~511960~130157"
